datetime,lst_median_C,lst_mean_C,lst_mean_uncertainty,lst_std,bootstrap_ci_lower,bootstrap_ci_upper,n_valid_pixels
2016-04-19 14:12:00,,,,,,,0
2016-04-19 22:37:00,-11.276007080078102,-11.39304882129585,0.18000000715255737,0.5575161643381001,,,143
2016-04-20 13:46:00,,,,,,,0
2016-04-20 22:11:00,-20.015997314453102,-19.667354189116367,0.18136552716123647,1.4349515791184257,,,145
2016-04-20 23:52:00,-23.397001647949196,-23.19927616903223,0.18101370783701334,1.6973815632609057,,,146
2016-04-21 13:20:00,,,,,,,0
2016-04-21 15:01:00,,,,,,,0
2016-04-21 21:45:00,-10.307989501953102,-10.45245416814629,0.18000000715255737,0.27002654749840777,,,22
2016-04-21 23:26:00,-7.202001953124977,-6.922050924862106,0.17978824201752158,1.4488414238068903,,,85
2016-04-22 14:35:00,,,,,,,0
2016-04-22 23:00:00,,,,,,,0
2016-04-23 14:08:00,-5.147985839843727,-5.447322591145792,0.17800000309944153,0.4233260934081085,,,3
2016-04-23 22:33:00,-9.23699035644529,-9.166523716813401,0.18000000715255737,0.6652749907043206,,,118
2016-04-24 13:42:00,-3.8679870605468523,-3.584172382504903,0.17859842950903523,1.3814020950299553,,,127
2016-04-24 15:23:00,,,,,,,0
2016-04-24 22:07:00,-4.234014892578102,-3.8667198444234714,0.17880000472068786,0.9450668929898306,,,145
2016-04-24 23:48:00,-5.798010253906227,-5.951754259083373,0.1796027460735138,1.4845681233554018,,,146
2016-04-25 13:16:00,-2.0780090332031023,-2.158183224100412,0.1782253556688067,1.565391326028586,,,142
2016-04-25 14:57:00,-2.3739990234374773,-2.7080018142173685,0.17808621017069654,1.6373254780186681,,,116
2016-04-25 21:41:00,-2.7900146484374773,-2.777222273084817,0.17872222678528893,0.2678209070643571,,,144
2016-04-25 23:22:00,-4.665991210937477,-4.513398094699767,0.17971233533669825,0.6681478793070728,,,146
2016-04-26 14:31:00,0.32700500488283524,0.36453368304529477,0.17800000309944153,0.24669843227138516,,,146
2016-04-26 22:56:00,-6.638006591796852,-6.46049224213283,0.17917483065511797,0.7553747294549188,,,143
2016-04-27 14:05:00,0.22600708007814774,0.3108336148196713,0.17800000309944153,0.5861388610425531,,,146
2016-04-27 22:30:00,-2.1539978027343523,-2.1539978027343523,0.17800000309944153,0.0,,,1
2016-04-28 13:39:00,0.007989501953147737,0.26577921828180706,0.17800000309944153,0.6926664942076804,,,146
2016-04-28 15:20:00,0.31299743652346024,0.4679316272474807,0.17798630454360623,0.5798657690714881,,,146
2016-04-28 22:03:00,-3.8190063476562273,-3.76832994733536,0.178671433031559,0.8469302418066244,,,140
2016-04-28 23:44:00,-6.586004638671852,-6.576425881581713,0.17941096486294106,1.0902853928755027,,,146
2016-04-29 13:12:00,-1.2280029296874773,-0.854810364605612,0.17800000309944153,0.8445875538029999,,,146
2016-04-29 14:53:00,0.45000610351564774,0.5718094917193071,0.1780410990731357,0.5085161118122593,,,146
2016-04-29 21:37:00,-2.0560058593749773,-2.2219066801525287,0.17800000309944153,0.2594005085735171,,,21
2016-04-29 23:18:00,-3.5279907226562273,-3.567069803072684,0.17800000309944153,0.28147856128181586,,,127
2016-04-30 22:52:00,,,,,,,0
2016-05-01 14:01:00,,,,,,,0
2016-05-01 22:26:00,-12.836004638671852,-12.927999877929665,0.18000000715255737,0.7917326616326867,,,6
2016-05-02 13:35:00,,,,,,,0
2016-05-02 15:16:00,,,,,,,0
2016-05-02 22:00:00,-13.388006591796852,-13.346136933520313,0.18000000715255737,0.11494507929102012,,,133
2016-05-02 23:41:00,-14.480001831054665,-14.66405606204512,0.18000000715255737,0.4094766939629267,,,146
2016-05-03 13:09:00,,,,,,,0
2016-05-03 14:50:00,,,,,,,0
2016-05-03 21:34:00,,,,,,,0
2016-05-03 23:15:00,-12.959997558593727,-13.270666503906227,0.18000000715255737,0.4393522358690829,,,3
2016-05-04 14:23:00,,,,,,,0
2016-05-04 22:48:00,-6.000006103515602,-6.016507961325431,0.17902740244179555,0.5453022298895361,,,146
2016-05-05 13:57:00,,,,,,,0
2016-05-05 22:22:00,-13.877996826171852,-13.872685513431065,0.18000000715255737,0.09486916562553202,,,146
2016-05-06 13:31:00,-1.7340148925781023,-1.3400016053082027,0.17800000309944153,0.8912237755702664,,,146
2016-05-06 15:12:00,-1.0839904785156023,-1.0062213766163381,0.17800000309944153,0.47049130833353325,,,145
2016-05-06 21:56:00,-7.334005737304665,-7.0349194844563385,0.17987500689923763,0.7506755349581576,,,48
2016-05-06 23:37:00,-9.746008300781227,-9.808995319234896,0.18001380028395816,0.821537098871199,,,145
2016-05-07 13:05:00,,,,,,,0
2016-05-07 14:46:00,,,,,,,0
2016-05-07 23:11:00,-16.410009765624977,-14.278683322813436,0.17992683627256534,4.26951451952531,,,82
2016-05-08 14:20:00,,,,,,,0
2016-05-08 22:45:00,-5.657995605468727,-5.886446804470438,0.17955556180742052,0.6493680318525894,,,9
2016-05-09 13:53:00,,,,,,,0
2016-05-09 22:18:00,,,,,,,0
2016-05-10 13:27:00,,,,,,,0
2016-05-10 15:08:00,,,,,,,0
2016-05-10 21:52:00,,,,,,,0
2016-05-10 23:33:00,-12.724005126953102,-12.740667724609352,0.18000000715255737,0.023564471589834896,,,3
2016-05-11 14:42:00,-12.984014892578102,-12.732487364073052,0.1798918988253619,1.1102988290120743,,,111
2016-05-11 23:07:00,,,,,,,0
2016-05-12 14:16:00,-5.250006103515602,-5.205251121520973,0.17800000309944153,0.29207804045113145,,,32
2016-05-12 22:41:00,-5.470007324218727,-5.549823869977672,0.1790357194840908,0.7913527165681891,,,56
2016-05-13 13:50:00,-7.759985351562477,-7.760524227744611,,0.0027107197580989737,,,38
2016-05-13 22:15:00,,,,,,,0
2016-05-13 23:56:00,,,,,,,0
2016-05-14 13:24:00,,,,,,,0
2016-05-14 15:05:00,-7.949987792968727,-7.949051072862403,,0.0009902895178178091,,,36
2016-05-14 21:49:00,-8.186010742187477,-8.184808349609341,,0.00240478515625,,,5
2016-05-14 23:29:00,-8.385992431640602,-8.38622131347654,,0.0013154161825905167,,,36
2016-05-15 14:38:00,-7.906011962890602,-7.906011962890602,,0.0,,,1
2016-05-15 23:03:00,,,,,,,0
2016-05-16 14:12:00,-7.932012939453102,-7.931944274902321,,0.0012729891122201056,,,32
2016-05-16 22:37:00,-8.034002685546852,-8.034002685546852,,0.0,,,5
2016-05-17 22:11:00,,,,,,,0
2016-05-17 23:52:00,-11.202001953124977,-11.201650197882373,,0.001646293668778217,,,57
2016-05-18 13:20:00,,,,,,,0
2016-05-18 15:01:00,-8.000006103515602,-8.000082397460915,,0.0003814697265625,,,26
2016-05-18 21:45:00,,,,,,,0
2016-05-18 23:26:00,,,,,,,0
2016-05-20 14:08:00,,,,,,,0
2016-05-20 22:33:00,,,,,,,0
2016-05-21 13:42:00,,,,,,,0
2016-05-21 15:23:00,,,,,,,0
2016-05-21 22:07:00,,,,,,,0
2016-05-21 23:48:00,,,,,,,0
2016-05-22 13:16:00,-3.9199890136718523,-3.9199890136718523,0.17800000309944153,0.0,,,1
2016-05-22 14:57:00,,,,,,,0
2016-05-22 21:41:00,,,,,,,0
2016-05-22 23:22:00,-10.410009765624977,-10.58681679309251,0.1784225391670012,0.7741703937441413,,,142
2016-05-23 14:31:00,-0.9050048828124773,-0.9188598632812273,0.17785714673144476,0.6068340502006309,,,14
2016-05-23 22:56:00,-8.914007568359352,-9.002510383330161,0.17881928186818777,2.0716101670840144,,,83
2016-05-24 14:05:00,-2.2680114746093523,-3.2249564792798537,0.1774782667989316,1.890167780293821,,,23
2016-05-24 22:30:00,-17.42400207519529,-17.42400207519529,0.18000000715255737,0.0,,,1
2016-05-25 13:39:00,,,,,,,0
2016-05-25 15:20:00,,,,,,,0
2016-05-25 22:03:00,,,,,,,0
2016-05-25 23:44:00,,,,,,,0
2016-05-26 13:12:00,,,,,,,0
2016-05-26 14:53:00,,,,,,,0
2016-05-26 21:37:00,-10.316015624999977,-10.578955078124977,0.17800000309944153,0.40519280445960837,,,17
2016-05-26 23:18:00,-14.945989990234352,-14.553710501534567,0.179357148706913,1.4328105489161438,,,28
2016-05-27 14:27:00,,,,,,,0
2016-05-27 22:52:00,,,,,,,0
2016-05-28 14:01:00,-4.417013549804665,-4.322440528869606,0.17800000309944153,0.2517022228841002,,,32
2016-05-28 22:26:00,-10.892004394531227,-10.636596939411561,0.17800000309944153,1.0154489931900739,,,94
2016-05-29 13:35:00,-4.247991943359352,-4.698000335693337,0.17800000309944153,1.4123824569072447,,,16
2016-05-29 15:16:00,-3.2779907226562273,-3.462950004965535,0.17800000309944153,1.167733438372426,,,59
2016-05-29 22:00:00,,,,,,,0
2016-05-29 23:41:00,,,,,,,0
2016-05-30 13:09:00,-6.445989990234352,-6.394566345214798,0.17800000309944153,1.7608687743150515,,,60
2016-05-30 14:50:00,-3.1600097656249773,-2.867926693658717,0.17745986026133934,0.9467110265311798,,,137
2016-05-30 21:34:00,,,,,,,0
2016-05-30 23:15:00,-10.246008300781227,-10.171606445312477,0.1784000039100647,0.19306410005202182,,,5
2016-05-31 22:48:00,,,,,,,0
2016-06-01 13:57:00,-2.7999938964843523,-2.995519782960855,0.177829462081887,1.9398743694314902,,,129
