datetime,lst_median_C,lst_mean_C,lst_mean_uncertainty,lst_std,bootstrap_ci_lower,bootstrap_ci_upper,n_valid_pixels
2016-04-19 14:12:00,-26.250006103515602,-25.508342993029515,0.1820165381943884,2.612388788736641,,,363
2016-04-19 15:53:00,-25.358007812499977,-24.5247090041035,0.18220202895728024,2.7228691435258647,,,396
2016-04-19 17:34:00,-26.642004394531227,-25.678304992059253,0.18306263655123084,2.999087574708094,,,495
2016-04-19 19:15:00,-29.224005126953102,-28.52434483638038,0.18319331799187183,3.3550440079074755,,,538
2016-04-19 20:56:00,-32.066000366210915,-31.358175587709923,0.18462764550288333,2.860426971669807,,,427
2016-04-19 22:37:00,-33.56999816894529,-33.08302355314552,0.18344362091301078,2.0475291325644807,,,133
2016-04-20 13:46:00,-27.426000976562477,-26.110456886676815,0.1825656658320716,2.7890500738286277,,,396
2016-04-20 15:27:00,-25.155004882812477,-23.859072990213463,0.18254546382847955,3.4909045058392616,,,374
2016-04-20 17:08:00,-25.090002441406227,-23.942063998192822,0.18204124632877172,3.4455090807575846,,,388
2016-04-20 18:49:00,-26.556005859374977,-25.97775195952383,0.18330646153058736,2.679111749619731,,,496
2016-04-20 20:30:00,-28.599996948242165,-28.57172016541648,0.18269939720630646,1.512725056277514,,,326
2016-04-20 22:11:00,-24.743994140624977,-24.80938723817161,0.184836744805988,1.4103799187802042,,,98
2016-04-21 13:20:00,-24.989996337890602,-24.503648672530886,0.1824656809888669,2.1824960047892894,,,335
2016-04-21 15:01:00,-24.06999816894529,-23.421120319258677,0.18325424724716252,2.713776439830342,,,354
2016-04-21 16:42:00,-24.23399963378904,-22.81036839764232,0.18178117885692732,3.178928317517508,,,393
2016-04-21 18:23:00,-24.970007324218727,-24.473388020043217,0.18268350466941166,2.5455967608085897,,,515
2016-04-21 20:04:00,-27.711996459960915,-27.584776528676315,0.1835250106329719,2.132343610992949,,,480
2016-04-21 21:45:00,-28.828009033203102,-28.524797999605198,0.18365107476711273,2.212129737699932,,,470
2016-04-21 23:26:00,-29.14000549316404,-29.065852957909243,0.18467890997545436,2.530207541586794,,,109
2016-04-22 12:54:00,,,,,,,0
2016-04-22 14:35:00,-24.851995849609352,-23.874197970369806,0.18167542607516832,3.061131366846591,,,419
2016-04-22 16:16:00,-24.134008789062477,-22.808248155966538,0.1819367902888649,3.4797951593939698,,,348
2016-04-22 17:57:00,-25.821997070312477,-24.96229316878936,0.182858292927999,3.0282796222542685,,,501
2016-04-22 19:38:00,-28.299993896484352,-27.674334427682965,0.18389895781090385,3.053242564223524,,,475
2016-04-22 21:19:00,-30.20000305175779,-30.015252996507968,0.18407110110702107,2.325142968559537,,,422
2016-04-22 23:00:00,-31.084005737304665,-30.453053921666623,0.18370690755546093,2.379216534090365,,,464
2016-04-23 14:08:00,-24.27800598144529,-23.967876284884397,0.18111340932010375,1.6362385282508587,,,194
2016-04-23 15:49:00,-24.610006713867165,-24.416694777082654,0.18364357417172725,0.8753775301950354,,,101
2016-04-23 17:30:00,-21.961996459960915,-21.847688511439713,0.18191209681086487,1.3613802085941484,,,364
2016-04-23 19:11:00,-23.242010498046852,-23.488848554171028,0.18309616240171286,0.8807093308463344,,,104
2016-04-23 20:52:00,-24.29399719238279,-24.226849045292,0.18322581551488368,1.1084431482116426,,,248
2016-04-23 22:33:00,-24.26000061035154,-23.86688907156511,0.18244726610083117,2.4811611347683886,,,237
2016-04-24 13:42:00,-22.627996826171852,-22.757720269097206,0.1814740823926749,2.292773822070097,,,270
2016-04-24 15:23:00,-21.487997436523415,-21.592190462000218,0.18249412608497284,2.4756057383871455,,,340
2016-04-24 17:04:00,-21.250006103515602,-21.040736986707117,0.18239861122378104,1.7857438760938433,,,286
2016-04-24 18:45:00,-22.164007568359352,-22.121870011198297,0.18235330203336156,1.782113895771369,,,334
2016-04-24 20:26:00,-22.15599670410154,-22.21631091308592,0.1826080094973246,2.0320027319015903,,,375
2016-04-24 22:07:00,-23.12200012207029,-23.13164883975324,0.18196983606522454,2.528762892505989,,,464
2016-04-25 13:16:00,-22.817999267578102,-21.678839314102703,0.182106320941171,2.7840447756365774,,,301
2016-04-25 14:57:00,-22.015997314453102,-20.582626358383436,0.1817902900526286,3.5328883912803644,,,391
2016-04-25 16:38:00,-21.773992919921852,-20.164699844293693,0.18124891589822728,3.5122184194916164,,,458
