lake_id,system:time_start,date,system:index,ST,ST_max,ST_min,ST_stddev,ST_count,QA_PIXEL
6,1.659191504807E12,2022-07-30,1_1_1_1_LC09_004016_20220730,2.1603684578171545,[9.599047460720044],[-0.6850842792400158],[0.8026302426585157],[66560],22729.724616581763
6,1.664721123433E12,2022-10-02,1_1_1_1_LC09_004016_20221002,-0.01055299997987413,[3.750343553960022],[-9.178515341199954],[1.9707131530673445],[59472],27920.73128311513
6,1.679927501839E12,2023-03-27,1_1_1_1_LC09_004016_20230327,-0.08324849531348233,[5.422582494799997],[-5.376720055599947],[0.9736947009499953],[78508],29320.762405490706
6,1.681309894689E12,2023-04-12,1_1_1_1_LC09_004016_20230412,0.9937564972529201,[7.182979007480014],[-4.346378434719952],[0.6351073290585161],[78507],29945.09024711652
6,1.682692288034E12,2023-04-28,1_1_1_1_LC09_004016_20230428,1.6683536119231686,[10.888351948880029],[0.4306599893600378],[0.4218938442398707],[78507],29979.598630901266
6,1.692369088426E12,2023-08-18,1_1_1_1_LC09_004016_20230818,4.762550439801056,[10.290533414840013],[2.0973890819600456],[0.7722791460298415],[74460],22558.85943121804
6,1.693751499686E12,2023-09-03,1_1_1_1_LC09_004016_20230903,4.096324902427993,[6.576895701079991],[2.072594764880023],[0.3853800328976264],[78461],22032.858648470643
6,1.695133906617E12,2023-09-19,1_1_1_1_LC09_004016_20230919,2.3483864225208277,[5.722869223880025],[-5.740370039439995],[1.751223160025832],[73230],26247.97977284351
6,1.696516308723E12,2023-10-05,1_1_1_1_LC09_004016_20231005,0.9344079048587711,[3.725549236880056],[-3.1011527324799886],[0.7339683466735666],[78384],34522.56474173138
6,1.697898716909E12,2023-10-21,1_1_1_1_LC09_004016_20231021,1.1823003561332257,[3.0726322204400276],[-4.660439784399955],[1.3341349474282274],[76804],24404.71891978265
