lake_id,system:time_start,date,system:index,ST,ST_max,ST_min,ST_stddev,ST_count,QA_PIXEL
6,1.711722702624E12,2024-03-29,1_1_1_1_LC09_004016_20240329,-1.2219540749377544,[3.5547439414399946],[-6.922232486919995],[0.8935304967828441],[78507],29817.408705680893
6,1.713105095979E12,2024-04-14,1_1_1_1_LC09_004016_20240414,-6.476364804947301,[0.9706251168800009],[-10.754331937839993],[1.79592404527469],[78507],59746.30996162956
6,1.715869870586E12,2024-05-16,1_1_1_1_LC09_004016_20240516,1.6609397847339478,[14.640558600319991],[0.3425024175199951],[0.652305542408514],[78507],29201.950086438526
6,1.721399469174E12,2024-07-19,1_1_1_1_LC09_004016_20240719,4.195332433090195,[13.35676396040003],[1.9403584071200157],[0.7787688790626119],[78529],22045.89168746965
6,1.722781872689E12,2024-08-04,1_1_1_1_LC09_004016_20240804,3.4198738626684255,[11.050892471959969],[1.7860826564000263],[0.7699166449467787],[78530],22016.52845697829
6,1.72416428448E12,2024-08-20,1_1_1_1_LC09_004016_20240820,3.5025223228746185,[6.232530186079998],[-0.6189661003599554],[0.6416590498846436],[76009],22360.652404530956
6,1.728311496033E12,2024-10-07,1_1_1_1_LC09_004016_20241007,1.5407273438795717,[4.49417306636002],[-1.7953186995999886],[0.7962591488628006],[77946],22599.160498429694
6,1.743517890699E12,2025-04-01,1_1_1_1_LC09_004016_20250401,-9.114518997498909,[-1.5198262875999262],[-14.112584440119974],[2.2261560156900586],[78507],36829.73024447264
6,1.744900292761E12,2025-04-17,1_1_1_1_LC09_004016_20250417,0.0026138761772191324,[7.24083241400001],[-4.952461741119976],[0.6055219628873632],[78507],29974.53415485367
6,1.747665073456E12,2025-05-19,1_1_1_1_LC09_004016_20250519,0.1004905902866934,[15.315515009720002],[-3.5722447569999645],[1.270939139385767],[78505],28980.663868697262
6,1.749047466864E12,2025-06-04,1_1_1_1_LC09_004016_20250604,2.2016215681170173,[6.524552142800019],[1.2323429082800317],[0.4565127021190277],[38778],23979.413436736384
6,1.75319469305E12,2025-07-22,1_1_1_1_LC09_004016_20250722,4.272840013073879,[12.984849204200032],[0.22679560448000302],[0.9990078040374919],[76503],22735.620590390132
6,1.754577101455E12,2025-08-07,1_1_1_1_LC09_004016_20250807,4.328984900208542,[9.984736837520018],[1.5491591820800181],[0.6961105703427692],[78532],21981.284565529917
6,1.758724318314E12,2025-09-24,1_1_1_1_LC09_004016_20250924,-2.2951164130032473,[5.3895234053599665],[-8.814865357359963],[3.133573142382208],[74136],34134.83513837191
6,1.760106723277E12,2025-10-10,1_1_1_1_LC09_004016_20251010,2.7806255424102204,[3.8274814293200166],[-3.1782906078399833],[0.4063973713090793],[78532],22001.00453711991
6,1.779460261285E12,2026-05-22,1_1_1_1_LC09_004016_20260522,0.46106880623235114,[14.918805936440037],[-15.228328708719971],[3.3868867848955806],[70270],28914.115836268986
6,1.780842657013E12,2026-06-07,1_1_1_1_LC09_004016_20260607,3.035729946737871,[15.235622210240024],[1.4554917620000083],[0.6632412869019337],[78518],22033.424088053245
6,1.786372290821E12,2026-08-10,1_1_1_1_LC09_004016_20260810,4.276701107764563,[10.63765385395999],[2.3728814939599943],[0.6408640887449571],[78532],22218.762653406644
6,1.65426704461E12,2022-06-03,1_1_1_1_LC09_005016_20220603,1.9273037268974775,[18.489187595960004],[1.1689796535200685],[0.754899175866774],[78507],29790.32898294945
6,1.658414267935E12,2022-07-21,1_1_1_1_LC09_005016_20220721,2.099400908211794,[11.690034867800023],[-7.630247985759922],[1.8193190330753024],[66259],22250.09401813819
6,1.666708700061E12,2022-10-25,1_1_1_1_LC09_005016_20221025,2.15545537102261,[2.937640938560037],[-3.927629968480005],[0.45857860784774035],[78532],22041.817624082323
6,1.683297451862E12,2023-05-05,1_1_1_1_LC09_005016_20230505,1.8650733767554293,[15.90506877140001],[1.1304107158400143],[0.6682305847849442],[78507],29983.620512796362
6,1.684679844594E12,2023-05-21,1_1_1_1_LC09_005016_20230521,0.13976945986281666,[10.874577328279997],[-2.2195770140799596],[1.0254654372751106],[78411],28925.09503636619
6,1.688827046649E12,2023-07-08,1_1_1_1_LC09_005016_20230708,4.570627826695763,[16.097913459799997],[1.816386821720016],[0.9667734094916811],[78261],22062.11786876405
6,1.690209447308E12,2023-07-24,1_1_1_1_LC09_005016_20230724,4.710341088406828,[11.902164025040008],[1.7227194016400063],[0.9272782584864795],[78201],22020.80241634781
6,1.695739073309E12,2023-09-26,1_1_1_1_LC09_005016_20230926,3.501783878760039,[5.954282849960066],[0.9761349651200248],[0.372520825196431],[78327],21998.626322521955
6,1.697121484857E12,2023-10-12,1_1_1_1_LC09_005016_20231012,2.7814518771187227,[5.0754620556800205],[-0.737427837519931],[0.8299469137078214],[78274],22796.078091814208
6,1.709563083835E12,2024-03-04,1_1_1_1_LC09_005016_20240304,-8.087087286929762,[-3.6245883152799934],[-14.688363581200008],[2.1676487774223694],[78507],29449.499904373024
6,1.712327872685E12,2024-04-05,1_1_1_1_LC09_005016_20240405,0.0375695231494898,[3.8963545323200037],[-4.575037136679953],[0.6052807418148961],[78507],29900.71948858833
6,1.71509264936E12,2024-05-07,1_1_1_1_LC09_005016_20240507,1.3511261391497738,[11.072931864920008],[-1.5997190870799614],[0.48642878772385295],[78507],29268.259276464072
6,1.716475039234E12,2024-05-23,1_1_1_1_LC09_005016_20240523,1.7674041943272014,[13.94907264620008],[0.6813580842800206],[0.7573502751935175],[78507],26662.231354427793
6,1.728916673136E12,2024-10-14,1_1_1_1_LC09_005016_20241014,2.9908283739478807,[4.75038100951997],[0.5849357400800272],[0.3977317621520244],[78290],21972.82561063765
6,1.759329488507E12,2025-10-01,1_1_1_1_LC09_005016_20251001,3.1918721318822407,[5.904694215800021],[-4.919402651679945],[0.7353674603892923],[75234],22138.301439555697
6,1.760711895766E12,2025-10-17,1_1_1_1_LC09_005016_20251017,2.4417370994481424,[6.036930573560028],[0.7832902767199812],[0.434379025260856],[78532],21975.35307797329
6,1.77177108122E12,2026-02-22,1_1_1_1_LC09_005016_20260222,-7.721570219710828,[-3.5309208951999835],[-11.153795935239998],[0.9263006832885565],[78068],26783.615108278744
6,1.774535868445E12,2026-03-26,1_1_1_1_LC09_005016_20260326,-8.232018836255353,[-3.8201879277999637],[-16.09061995828],[1.2956987965715676],[78507],29862.709405711204
6,1.781447832053E12,2026-06-14,1_1_1_1_LC09_005016_20260614,3.9326206637352774,[18.139312232720044],[1.926583786520041],[0.9529680949791631],[78068],22006.670826403555
6,1.786977461499E12,2026-08-17,1_1_1_1_LC09_005016_20260817,4.036121218078707,[8.560441067479985],[2.182791729679991],[0.5741404656700357],[52335],22142.846814022338
6,1.396621542226E12,2014-04-04,1_1_1_2_LC08_003016_20140404,-4.9258336989329345,[-2.211312241720009],[-10.960951246839954],[1.0794999994079382],[1248],30025.107093709335
6,1.398003925368E12,2014-04-20,1_1_1_2_LC08_003016_20140420,-5.51977611134487,[-4.17006329103998],[-9.503596387359948],[0.9101308587993224],[1155],30047.533013938453
6,1.587392704828E12,2020-04-20,1_1_1_2_LC08_003016_20200420,-0.1418223388855404,[2.7585708707600247],[-0.922007753560024],[0.8196459227022289],[254],30048.0
6,1.619187908484E12,2021-04-23,1_1_1_2_LC08_003016_20210423,3.4003206878112002,[7.337254758200061],[1.653846298640019],[1.897842979595463],[124],28993.562620065688
6,1.678631129929E12,2023-03-12,1_1_1_2_LC08_003016_20230312,,[null],[null],[null],[0],
6,1.68001352016E12,2023-03-28,1_1_1_2_LC08_003016_20230328,-2.0974653258088742,[-2.101115276919984],[-2.194782696999937],[0.03930530053812567],[3],25676.92018779343
6,1.682778300659E12,2023-04-29,1_1_1_2_LC08_003016_20230429,2.7102022265949723,[6.4419044192],[2.1552424884800416],[0.5990287163925094],[718],30022.144757565682
6,1.710426321177E12,2024-03-14,1_1_1_2_LC08_003016_20240314,-2.479233129438489,[-2.258145951759957],[-2.652100100919938],[0.12231141765384883],[20],30048.0
6,1.714573491227E12,2024-05-01,1_1_1_2_LC08_003016_20240501,2.2192006546896605,[5.094746524520019],[1.7805728081600023],[0.4761433021255295],[255],22370.2863413296
6,1.715955878509E12,2024-05-17,1_1_1_2_LC08_003016_20240517,2.4741555479908564,[4.791704871320064],[1.967907648320022],[0.5046113774311817],[140],22065.352001317748
6,1.775399106957E12,2026-04-05,1_1_1_2_LC08_003016_20260405,-13.316135664219495,[-11.966498550639983],[-14.206251860199984],[0.7385350636890133],[42],30048.0
6,1.395239181619E12,2014-03-19,1_1_1_2_LC08_003017_20140319,-13.245691130050323,[-10.735047468999937],[-19.429587991719956],[1.1816629277988515],[1137],31268.901123541247
6,1.396621566091E12,2014-04-04,1_1_1_2_LC08_003017_20140404,-4.9358685304368155,[-2.1975376211199773],[-11.016049729239967],[1.0847659082856982],[1245],30031.629637096776
6,1.398003949242E12,2014-04-20,1_1_1_2_LC08_003017_20140420,-5.515072191136197,[-4.1755731392799476],[-9.274937685400005],[0.9065959335683068],[1152],30046.980491457354
6,1.587392728693E12,2020-04-20,1_1_1_2_LC08_003017_20200420,-0.15010976312570806,[1.8411811388000388],[-0.922007753560024],[0.8169962852261704],[254],30048.0
6,1.619187932358E12,2021-04-23,1_1_1_2_LC08_003017_20210423,3.337689324425186,[7.249097186360018],[1.6648659951200102],[1.8748260414617484],[124],28922.39575050097
6,1.678631153799E12,2023-03-12,1_1_1_2_LC08_003017_20230312,,[null],[null],[null],[0],
6,1.68001354403E12,2023-03-28,1_1_1_2_LC08_003017_20230328,-2.0966501330513094,[-2.0294872497999563],[-2.169988379919971],[0.04883603254199949],[5],23331.65543071161
6,1.682778324533E12,2023-04-29,1_1_1_2_LC08_003017_20230429,2.711945490417046,[6.593425245800063],[2.1607523367200088],[0.6122849430402512],[719],30020.641630772454
6,1.710426345051E12,2024-03-14,1_1_1_2_LC08_003017_20240314,-2.479077310284451,[-2.269165648240005],[-2.6603648732800025],[0.11624980182398563],[22],30048.0
6,1.714573515105E12,2024-05-01,1_1_1_2_LC08_003017_20240501,2.2138804530994167,[5.0699522074399965],[1.7778178840400187],[0.47070643580695065],[254],22280.530058457764
6,1.715955902383E12,2024-05-17,1_1_1_2_LC08_003017_20240517,2.4657414650820817,[4.81649918840003],[1.9816822689199967],[0.4971463795509901],[143],22122.702827848516
6,1.364308214877E12,2013-03-26,1_1_1_2_LC08_004016_20130326,1.1497912850429868,[6.1609021589600275],[-3.7044811147599717],[0.7038786824005849],[78513],28585.417515230944
6,1.375108421679E12,2013-07-29,1_1_1_2_LC08_004016_20130729,5.029806204461445,[15.095121080120009],[1.978927344800013],[0.8225323484461041],[78369],22128.518267824882
6,1.376490822064E12,2013-08-14,1_1_1_2_LC08_004016_20130814,5.928990396503859,[9.323555048719982],[4.326122695039999],[0.3371510544588742],[77700],22909.390975470298
6,1.379255620378E12,2013-09-15,1_1_1_2_LC08_004016_20130915,-3.403357436286017,[0.4499444582000365],[-6.988350665799999],[0.6738928833543407],[78507],62820.0104030806
6,1.39446193533E12,2014-03-10,1_1_1_2_LC08_004016_20140310,-11.860175993513863,[-8.927817246279972],[-20.746441721079975],[1.348353616375841],[78507],29612.42315893626
6,1.399991476325E12,2014-05-13,1_1_1_2_LC08_004016_20140513,1.8198951703705846,[12.673542778640012],[1.2213232117999837],[0.4937335711022062],[78501],29987.412276287545
6,1.401373876354E12,2014-05-29,1_1_1_2_LC08_004016_20140529,1.7807797158746004,[14.252114299400034],[0.9954194339600235],[0.7052250700352986],[78503],29995.380080318533
6,1.402756284301E12,2014-06-14,1_1_1_2_LC08_004016_20140614,3.0760937288030172,[17.544248622800012],[1.8494459111599895],[1.1113762044938025],[78393],24579.03296457663
6,1.404138687498E12,2014-06-30,1_1_1_2_LC08_004016_20140630,3.4649497515830916,[11.891144328560017],[1.7420038704800618],[0.5424405592902436],[75376],22294.12061222514
6,1.406903500392E12,2014-08-01,1_1_1_2_LC08_004016_20140801,4.372824751782681,[14.119877941640027],[1.4141679002000274],[0.7918112439529416],[78422],22121.72556624301
6,1.40828590616E12,2014-08-17,1_1_1_2_LC08_004016_20140817,5.315702174378338,[11.673505323080064],[3.7227943127600156],[0.7142297327305804],[64935],26429.923527849965
6,1.409668308561E12,2014-09-02,1_1_1_2_LC08_004016_20140902,4.117661213665896,[10.342876973119985],[1.8246515940800236],[0.49695698871262584],[66913],22274.774995733416
6,1.412433113077E12,2014-10-04,1_1_1_2_LC08_004016_20141004,2.430421594725298,[3.6125973479600475],[-4.982765906439965],[0.7711173024519158],[78512],22087.148666563175
6,1.427639469624E12,2015-03-29,1_1_1_2_LC08_004016_20150329,-11.523569041830273,[-8.285919926319991],[-18.101714565879945],[1.759175860436358],[78507],33081.95656380213
6,1.430404256521E12,2015-04-30,1_1_1_2_LC08_004016_20150430,-0.8175502196849851,[6.3923157850400685],[-6.048921540879974],[0.6468916279588435],[78507],29995.046720458893
6,1.431786642946E12,2015-05-16,1_1_1_2_LC08_004016_20150516,0.8293738835184241,[8.15271229772003],[-4.431781082440011],[0.5544394316613926],[78507],30006.618390734373
6,1.433169049351E12,2015-06-01,1_1_1_2_LC08_004016_20150601,0.5060327776655602,[13.367783656880079],[-8.318979015759965],[2.2379342609871355],[26939],31294.228972408535
6,1.437316276388E12,2015-07-19,1_1_1_2_LC08_004016_20150719,4.145945536347729,[15.679164993559993],[1.521609940880012],[0.8619968786487662],[78427],22174.230686595896
6,1.438698679258E12,2015-08-04,1_1_1_2_LC08_004016_20150804,4.407584915855365,[14.574440421440045],[1.6318069056800368],[0.7805407858591649],[78413],22144.848191393765
6,1.444228303063E12,2015-10-07,1_1_1_2_LC08_004016_20151007,2.3103504515855486,[3.4913806866800314],[-4.5116738819199895],[0.7183942054319856],[78518],22084.063977745718
6,1.445610706442E12,2015-10-23,1_1_1_2_LC08_004016_20151023,1.0539093200665877,[2.345332252760045],[-10.434760739919966],[1.4435459388866805],[78531],22124.04006245602
6,1.458052291732E12,2016-03-15,1_1_1_2_LC08_004016_20160315,-10.65103841450688,[-7.409854056159986],[-17.801427836799974],[1.1567933594662518],[78507],29721.936449568104
6,1.460817076679E12,2016-04-16,1_1_1_2_LC08_004016_20160416,-2.0391231516864123,[1.3508046454400642],[-10.404456574599976],[0.7289931521879943],[78316],29960.85064174289
6,1.462199480003E12,2016-05-02,1_1_1_2_LC08_004016_20160502,-2.1331266770758894,[1.753023566960053],[-4.660439784399955],[1.450704893927532],[42418],29649.358802409308
6,1.463581876686E12,2016-05-18,1_1_1_2_LC08_004016_20160518,2.3353025696180842,[12.54957119324007],[0.2763842386399915],[0.897135869132379],[78389],23039.069235840827
6,1.469111501022E12,2016-07-21,1_1_1_2_LC08_004016_20160721,4.1349896138595055,[9.858010328000034],[3.2241530470400335],[0.37615194866773505],[78507],22013.108616054822
6,1.470493903621E12,2016-08-06,1_1_1_2_LC08_004016_20160806,4.619765351862185,[12.736906033400032],[1.6262970574400128],[0.7599116346457911],[78430],22088.103313007323
6,1.471876309413E12,2016-08-22,1_1_1_2_LC08_004016_20160822,3.5727545014674376,[10.813968997640018],[-0.43163126019999254],[1.2286820645929275],[75597],22352.16741505189
6,1.474641116057E12,2016-09-23,1_1_1_2_LC08_004016_20160923,3.7153931272776015,[7.006663863800043],[0.6455440707200069],[0.5480948400453339],[78458],22065.773936562364
6,1.489847483231E12,2017-03-18,1_1_1_2_LC08_004016_20170318,-10.167271864172406,[-2.966161450599941],[-16.25316048136],[1.9553178429495526],[78507],33627.56387415514
6,1.495377072127E12,2017-05-21,1_1_1_2_LC08_004016_20170521,1.5260774860193047,[12.604669675640025],[0.14690280500002473],[0.6145461522770684],[78507],30007.45320762733
6,1.496759480772E12,2017-06-06,1_1_1_2_LC08_004016_20170606,1.75757905754237,[14.891256695240031],[0.1055789432000438],[0.8448068092866259],[78460],27898.30009607856
6,1.498141886614E12,2017-06-22,1_1_1_2_LC08_004016_20170622,3.6445867077948106,[15.348574099160032],[1.7392489463600214],[0.7640989067890626],[78454],22722.663847949516
6,1.520260281864E12,2018-03-05,1_1_1_2_LC08_004016_20180305,-11.444950849258786,[-6.605416213120009],[-19.429587991719956],[1.7491170726495946],[78507],29474.525137026307
6,1.52164267359E12,2018-03-21,1_1_1_2_LC08_004016_20180321,-1.364781460534298,[3.2076235023200184],[-6.134324188599976],[1.0887287159995873],[78382],29672.34277881787
6,1.524407456659E12,2018-04-22,1_1_1_2_LC08_004016_20180422,-5.959679769960038,[3.058857599839996],[-9.616548276279957],[1.2337877952924001],[78507],30153.26077189689
6,1.525789847602E12,2018-05-08,1_1_1_2_LC08_004016_20180508,-1.8027227352074071,[5.9928517876400065],[-10.572506945919997],[0.7342379970053211],[78507],30005.75629450938
6,1.527172235686E12,2018-05-24,1_1_1_2_LC08_004016_20180524,-0.9402722451631169,[2.2599296050399857],[-6.294109787559989],[1.524593954750428],[20821],30063.251266584477
6,1.528554631269E12,2018-06-09,1_1_1_2_LC08_004016_20180609,1.7869448740173843,[12.690072323360027],[0.1799618944399981],[0.6735150167574073],[74331],26925.363548368852
6,1.539613892422E12,2018-10-15,1_1_1_2_LC08_004016_20181015,-3.926265763111199,[2.326047783920046],[-12.875623510239961],[3.8789325824777556],[76775],37691.91732668716
6,1.550673085385E12,2019-02-20,1_1_1_2_LC08_004016_20190220,-10.502494814454211,[-6.550317730719996],[-15.052013565039942],[1.187080773564158],[78501],28681.832929446697
6,1.556202665054E12,2019-04-25,1_1_1_2_LC08_004016_20190425,-1.9537674191067331,[4.775175326599992],[-5.170100746599985],[0.5311697135861352],[78507],29977.344574648727
6,1.557585073857E12,2019-05-11,1_1_1_2_LC08_004016_20190511,1.8485437428859857,[14.384350657160041],[-1.0074104012799694],[0.6169687684160645],[78507],29685.30307515017
6,1.558967483281E12,2019-05-27,1_1_1_2_LC08_004016_20190527,3.22460842917477,[18.34042169348004],[1.5436493338399941],[0.9800634412629672],[78479],23339.87930696334
6,1.561732295519E12,2019-06-28,1_1_1_2_LC08_004016_20190628,4.25315164745247,[11.31536518748004],[-5.338151117920006],[1.972651252604908],[53885],31603.22663500832
6,1.565879510136E12,2019-08-15,1_1_1_2_LC08_004016_20190815,4.3809295952503575,[11.232717463880022],[1.474776230840007],[0.6222439098646014],[78485],22145.845328328567
6,1.567261913835E12,2019-08-31,1_1_1_2_LC08_004016_20190831,-3.5041901865637994,[5.61267225908],[-9.622058124519981],[2.63516058194556],[42097],50276.78914217614
6,1.568644318941E12,2019-09-16,1_1_1_2_LC08_004016_20190916,3.313901348512386,[6.541081687520034],[-0.6713096586399843],[0.38643441218178187],[78513],22043.246184289874
6,1.589380266522E12,2020-05-13,1_1_1_2_LC08_004016_20200513,2.312631456502469,[7.023193408520058],[0.394845975800024],[0.830645485308111],[78119],27549.57018674055
6,1.597674703922E12,2020-08-17,1_1_1_2_LC08_004016_20200817,4.8294671877398505,[12.904956404720053],[1.9403584071200157],[0.5312954838402502],[78505],22036.446366117038
6,1.599057111895E12,2020-09-02,1_1_1_2_LC08_004016_20200902,4.249305627583462,[9.93514820336003],[1.4417171414000336],[0.518857775941208],[77173],22026.693197766006
6,1.601821921275E12,2020-10-04,1_1_1_2_LC08_004016_20201004,2.620131509286041,[4.169092020200026],[-3.8642667137199282],[0.5540694913556107],[78525],22017.619374236438
6,1.614263502873E12,2021-02-25,1_1_1_2_LC08_004016_20210225,-5.248366306711823,[-1.850417182000001],[-10.415476271079967],[1.0220788064254547],[78505],29061.139408569135
6,1.615645894189E12,2021-03-13,1_1_1_2_LC08_004016_20210313,-17.05161297387422,[-13.611188250279952],[-21.214778821479968],[1.065349997979881],[78507],62822.63770500765
6,1.617028289299E12,2021-03-29,1_1_1_2_LC08_004016_20210329,-12.639316177385782,[-8.420911208199982],[-19.46540200527997],[1.4959544739081323],[78507],62820.0
6,1.619793075049E12,2021-04-30,1_1_1_2_LC08_004016_20210430,1.504058943438457,[11.31536518748004],[-1.1919903173200055],[0.4485811773762026],[78507],29985.38576322907
6,1.621175477916E12,2021-05-16,1_1_1_2_LC08_004016_20210516,1.8532899549098485,[16.373405871800003],[0.945830799800035],[0.6409202789708545],[78511],27661.873206928987
6,1.622557886799E12,2021-06-01,1_1_1_2_LC08_004016_20210601,-7.109976922048144,[1.8990345453200348],[-11.258483051799999],[1.4062513631106488],[61608],59341.84893668134
6,1.623940292832E12,2021-06-17,1_1_1_2_LC08_004016_20210617,3.783304844855054,[17.78117209712002],[1.684150463960009],[0.6139501265234405],[78502],22191.70690857374
6,1.63085231693E12,2021-09-05,1_1_1_2_LC08_004016_20210905,4.3052794236292335,[8.948885368400056],[1.3893735831200047],[0.6281588673250597],[78525],22020.96002382109
6,1.633617125689E12,2021-10-07,1_1_1_2_LC08_004016_20211007,2.690432031565659,[5.028628345640016],[-0.31041459891997647],[0.5212018272438503],[78532],22129.574249578953
6,1.634999528083E12,2021-10-23,1_1_1_2_LC08_004016_20211023,0.07570424874640928,[2.5684811064800215],[-5.026844692359987],[1.221774484794662],[77479],30201.720705958054
6,1.652970698576E12,2022-05-19,1_1_1_2_LC08_004016_20220519,1.5035831346355335,[12.761700350480055],[0.3645418104800342],[0.4782549173519981],[78507],30009.5215244738
6,1.654353104682E12,2022-06-04,1_1_1_2_LC08_004016_20220604,2.1034857227443893,[18.671012587880057],[1.353559569559991],[0.699844233408174],[78499],29476.53899269527
6,1.658500321019E12,2022-07-22,1_1_1_2_LC08_004016_20220722,4.462937656373905,[11.059157244320033],[3.1552799440400463],[0.7913053090590293],[59837],23735.515347003933
6,1.662647537081E12,2022-09-08,1_1_1_2_LC08_004016_20220908,3.938266853445517,[7.254607034600042],[1.4665114584799994],[0.3767827852277735],[78530],22008.764642136157
6,1.682001072678E12,2023-04-20,1_1_1_2_LC08_004016_20230420,-0.744431469353435,[7.246342262240034],[-4.687989025600018],[1.0483669998808296],[78446],30050.74526244275
6,1.686148265493E12,2023-06-07,1_1_1_2_LC08_004016_20230607,1.4648790492310109,[6.243549882559989],[-2.1727433040399546],[0.8616389019411177],[74134],27370.857971879872
6,1.687530670898E12,2023-06-23,1_1_1_2_LC08_004016_20230623,3.644166793737905,[14.450468836039988],[-1.5583952252799804],[0.6158801994830524],[64241],22435.842862688074
6,1.690295488391E12,2023-07-25,1_1_1_2_LC08_004016_20230725,4.599259713425007,[10.61010461276004],[1.7172095534000391],[0.6467192976828001],[78531],22017.83744649593
6,1.69444270349E12,2023-09-11,1_1_1_2_LC08_004016_20230911,-2.4817919070695984,[4.196641261400032],[-10.861773978519977],[2.985937732753342],[57956],35352.02197471215
6,1.709649095531E12,2024-03-05,1_1_1_2_LC08_004016_20240305,-10.137501514922777,[-3.8725314860799926],[-18.578316438639973],[2.7858550342771298],[78507],36231.86147783298
6,1.715178659162E12,2024-05-08,1_1_1_2_LC08_004016_20240508,1.267585392386499,[12.7231314128],[-1.1479115313999841],[0.46877846096553055],[78507],29721.461452751973
6,1.716561045356E12,2024-05-24,1_1_1_2_LC08_004016_20240524,1.7761016739297322,[14.546891180240038],[0.4251501411200138],[0.696855553130103],[78507],26425.519565908504
6,1.729002705043E12,2024-10-15,1_1_1_2_LC08_004016_20241015,2.71145135212346,[4.375711329200044],[-1.2443338755999775],[0.543855362895902],[78463],21971.74650789854
6,1.744209077464E12,2025-04-09,1_1_1_2_LC08_004016_20250409,-0.8540872877758439,[5.863370353999983],[-8.156438492679968],[1.5082951267430742],[69975],29516.848754587852
6,1.751121086835E12,2025-06-28,1_1_1_2_LC08_004016_20250628,4.0190064741604035,[12.913221177080004],[1.1414304123200054],[0.8155136431543556],[65488],26846.8167029665
6,1.75941551439E12,2025-10-02,1_1_1_2_LC08_004016_20251002,3.2032495276800095,[4.918431380839991],[-0.31592444716000045],[0.5027366177681486],[78304],22023.649603510126
6,1.760797917298E12,2025-10-18,1_1_1_2_LC08_004016_20251018,2.4852568691335217,[5.2380025787600175],[0.4113755205200391],[0.5584679779858542],[78532],21975.739317913816
6,1.774621883967E12,2026-03-27,1_1_1_2_LC08_004016_20260327,-10.471136839379106,[-5.613643529919955],[-18.581071362759957],[2.897975790755134],[75981],41763.37924012821
6,1.780151446287E12,2026-05-30,1_1_1_2_LC08_004016_20260530,1.8864237830033765,[15.825175971920032],[-2.3352838271200085],[1.458546317140907],[77313],22419.91631121138
6,1.781533852287E12,2026-06-15,1_1_1_2_LC08_004016_20260615,3.7503961357622195,[18.549795926599984],[1.3838637348800376],[0.8884640770315939],[78532],22007.339065985034
6,1.782916264589E12,2026-07-01,1_1_1_2_LC08_004016_20260701,,[null],[null],[null],[0],
6,1.785681079664E12,2026-08-02,1_1_1_2_LC08_004016_20260802,-1.8229004529441462,[6.094783980080024],[-5.919440107240007],[1.5797996288490588],[69749],52092.763930169036
6,1.366036781966E12,2013-04-15,1_1_1_2_LC08_005016_20130415,0.927149165020504,[7.246342262240034],[-4.74033258387999],[0.6941313081507481],[78514],28877.591658804253
6,1.395067101384E12,2014-03-17,1_1_1_2_LC08_005016_20140317,-10.518372033620572,[-6.748672267360007],[-20.62797998391997],[1.6002761337499682],[78507],29779.94709617169
6,1.396449485259E12,2014-04-02,1_1_1_2_LC08_005016_20140402,-5.508954076214131,[-3.30777204147995],[-11.1345114664],[0.6105748129250198],[78507],29909.34898960795
6,1.399214252635E12,2014-05-04,1_1_1_2_LC08_005016_20140504,1.7218995311077445,[12.172146588800047],[1.2213232117999837],[0.5006839825252791],[78507],29990.34054204704
6,1.407508674712E12,2014-08-08,1_1_1_2_LC08_005016_20140808,4.24068155176735,[12.075724244600053],[1.5684436509200168],[0.6356372001213206],[78270],22111.778571643208
6,1.411655877777E12,2014-09-25,1_1_1_2_LC08_005016_20140925,2.7351327717052505,[3.788912491640019],[-4.340868586479985],[0.5886395884755536],[78291],22107.24646586576
6,1.414420684005E12,2014-10-27,1_1_1_2_LC08_005016_20141027,0.523566528891888,[1.5629338026800497],[-9.79561834407997],[1.1665638876072175],[78528],22140.048276659814
6,1.428244635541E12,2015-04-05,1_1_1_2_LC08_005016_20150405,-3.278591786369416,[1.4830410032000145],[-11.94445915768],[0.9733385456518339],[78507],29928.76025522244
6,1.43100941916E12,2015-05-07,1_1_1_2_LC08_005016_20150507,0.9810109134067132,[8.433714557960002],[-0.34898353659997383],[0.3768091189698984],[78507],30000.332303512238
6,1.43515663206E12,2015-06-24,1_1_1_2_LC08_005016_20150624,1.8522671980391872,[17.93820277196005],[1.0064391304400147],[0.9563668055929532],[78477],29301.475868615984
6,1.442068667315E12,2015-09-12,1_1_1_2_LC08_005016_20150912,3.306907177879457,[6.987379394960044],[0.6262596018800082],[0.3982533049313802],[78462],22081.23719699226
6,1.458657458587E12,2016-03-22,1_1_1_2_LC08_005016_20160322,-3.855420774822877,[-0.6823293551199754],[-9.602773655679982],[1.2027421159414433],[78507],29850.891331626106
6,1.47662869279E12,2016-10-16,1_1_1_2_LC08_005016_20161016,1.698963988162624,[2.455529217560013],[-7.4429131455999595],[0.8910604527062218],[78532],22119.169914900118
6,1.489070259778E12,2017-03-09,1_1_1_2_LC08_005016_20170309,-4.1242528069427085,[-1.125872138440002],[-9.07382822464001],[0.887814338802284],[78507],29680.444901846757
6,1.504276679093E12,2017-09-01,1_1_1_2_LC08_005016_20170901,5.078132561873181,[9.067347105560032],[1.3205004801200175],[0.849906945830933],[73088],23962.33378561238
6,1.507041487677E12,2017-10-03,1_1_1_2_LC08_005016_20171003,2.4120746892764937,[3.9018643805600277],[-2.2361065587999747],[0.5434923706882483],[78453],22046.8764622746
6,1.522247841468E12,2018-03-28,1_1_1_2_LC08_005016_20180328,-6.951194690717698,[-0.6740645827599678],[-13.947288992919994],[1.231761510988634],[78507],29856.264265733338
